fetched_at_utc,pmcid,version,pmid,title,license_code,is_manuscript,is_openaccess,journal,local_dir,objects
2026-09-15T08:14:03Z,PMC6490907,1,31039155,Cardiovascular disease risk factor prevalence and estimated 10-year cardiovascular risk scores in Indonesia: The SMARThealth Extend study,CC BY,False,True,PLoS One. 2019 Apr 30;14(4):e0215219. doi: 10.1371/journal.pone.0215219,D:\medical_rag\data\pmc_oa\PMC6490907.1,txt(41554B);json(1660B)
2026-09-15T08:14:03Z,PMC9777169,1,36553206,Prevalence and Predictors of Renal Disease in a National Representative Sample of the Romanian Adult Population: Data from the SEPHAR IV Survey,CC BY,False,True,Diagnostics (Basel). 2022 Dec 16;12(12):3199. doi: 10.3390/diagnostics12123199,D:\medical_rag\data\pmc_oa\PMC9777169.1,txt(62645B);json(971B)
2026-09-15T08:14:04Z,PMC3438025,1,22642467,Association between human cartilage glycoprotein 39 (YKL-40) and arterial stiffness in essential hypertension,CC BY,False,True,BMC Cardiovasc Disord. 2012 May 29;12:35. doi: 10.1186/1471-2261-12-35,D:\medical_rag\data\pmc_oa\PMC3438025.1,txt(31495B);json(1119B)
2026-09-15T08:14:06Z,PMC3167747,1,21846346,Stress induced hypertensive response: should it be evaluated more carefully?,CC BY,False,True,Cardiovasc Ultrasound. 2011 Aug 16;9:22. doi: 10.1186/1476-7120-9-22,D:\medical_rag\data\pmc_oa\PMC3167747.1,txt(39449B);json(1080B)
2026-09-15T08:14:07Z,PMC6028095,1,29966019,Serum uric acid and arterial hypertension—Data from Sephar III survey,CC BY,False,True,PLoS One. 2018 Jul 2;13(7):e0199865. doi: 10.1371/journal.pone.0199865,D:\medical_rag\data\pmc_oa\PMC6028095.1,txt(27023B);json(1895B)
2026-09-15T08:14:07Z,PMC3117886,1,21695061,"No Elevated Plasma Catecholamine Levels during Sleep in Newly Diagnosed, Untreated Hypertensives",CC BY,False,True,PLoS One. 2011 Jun 17;6(6):e21292. doi: 10.1371/journal.pone.0021292,D:\medical_rag\data\pmc_oa\PMC3117886.1,txt(35647B);json(1311B)
2026-09-15T08:14:09Z,PMC12811966,1,41551450,Passive smoking and the risk of hypertension in nonsmoking adults: a systematic review and meta-analysis,CC BY,False,True,PeerJ. 2026 Jan 14;14:e20639. doi: 10.7717/peerj.20639,D:\medical_rag\data\pmc_oa\PMC12811966.1,txt(49406B);json(2048B)
2026-09-15T08:14:10Z,PMC5078799,1,27779208,Racial differences in microRNA and gene expression in hypertensive women,CC BY,False,True,Sci Rep. 2016 Oct 25;6:35815. doi: 10.1038/srep35815,D:\medical_rag\data\pmc_oa\PMC5078799.1,txt(67594B);json(1619B)
2026-09-15T08:14:10Z,PMC5747597,1,29246880,The QardioArm App in the Assessment of Blood Pressure and Heart Rate: Reliability and Validity Study,CC BY,False,True,JMIR Mhealth Uhealth. 2017 Dec 15;5(12):e198. doi: 10.2196/mhealth.8458,D:\medical_rag\data\pmc_oa\PMC5747597.1,txt(42798B);json(1335B)
2026-09-15T08:14:13Z,PMC3767941,1,24217260,Awareness of hypertension and factors associated with uncontrolled hypertension in Sudanese adults,CC BY,False,True,Cardiovasc J Afr. 2013 Aug;24(6):208–12. doi: 10.5830/CVJA-2013-035,D:\medical_rag\data\pmc_oa\PMC3767941.1,txt(30839B);json(1002B)
2026-09-15T08:14:13Z,PMC8045338,1,33853574,"Occupational lifting and risk of hypertension, stratified by use of anti-hypertensives and age - a cross-sectional and prospective cohort study",CC BY,False,True,BMC Public Health. 2021 Apr 14;21:721. doi: 10.1186/s12889-021-10651-w,D:\medical_rag\data\pmc_oa\PMC8045338.1,txt(55974B);json(1971B)
2026-09-15T08:14:14Z,PMC6371567,1,30755202,sRAGE and early signs of cardiac target organ damage in mild hypertensives,CC BY,False,True,Cardiovasc Diabetol. 2019 Feb 12;18:17. doi: 10.1186/s12933-019-0821-5,D:\medical_rag\data\pmc_oa\PMC6371567.1,txt(43656B);json(1109B)
2026-09-15T08:14:16Z,PMC9692622,1,36430967,Essential Hypertension and Oxidative Stress: Novel Future Perspectives,CC BY,False,True,Int J Mol Sci. 2022 Nov 21;23(22):14489. doi: 10.3390/ijms232214489,D:\medical_rag\data\pmc_oa\PMC9692622.1,txt(57655B);json(1384B)
2026-09-15T08:14:16Z,PMC4894669,1,27303586,Etiology of endocrine arterial hypertensions: about a series of cases,CC BY,False,True,Pan Afr Med J. 2016 Apr 7;23:170. [Article in French] doi: 10.11604/pamj.2016.23.170.8968,D:\medical_rag\data\pmc_oa\PMC4894669.1,txt(26573B);json(1402B)
2026-09-15T08:14:17Z,PMC7827637,1,33435187,Effectively Prescribing Oral Magnesium Therapy for Hypertension: A Categorized Systematic Review of 49 Clinical Trials,CC BY,False,True,Nutrients. 2021 Jan 10;13(1):195. doi: 10.3390/nu13010195,D:\medical_rag\data\pmc_oa\PMC7827637.1,txt(63872B);json(914B)
2026-09-15T08:14:19Z,PMC1361785,1,16426452,Left ventricular geometric patterns in newly presenting nigerian hypertensives: An echocardiographic study,CC BY,False,True,BMC Cardiovasc Disord. 2006 Jan 20;6:4. doi: 10.1186/1471-2261-6-4,D:\medical_rag\data\pmc_oa\PMC1361785.1,txt(28498B);json(783B)
2026-09-15T08:14:19Z,PMC1501045,1,16753071,Under- treatment and under diagnosis of hypertension: a serious problem in the United Arab Emirates,CC BY,False,True,BMC Cardiovasc Disord. 2006 Jun 6;6:24. doi: 10.1186/1471-2261-6-24,D:\medical_rag\data\pmc_oa\PMC1501045.1,txt(29798B);json(778B)
2026-09-15T08:14:20Z,PMC12542130,1,41126137,"Hypertension prevalence and associated factors among bank workers in Africa, 2024: a systematic review and meta-analysis ",CC BY,False,True,BMC Public Health. 2025 Oct 22;25:3563. doi: 10.1186/s12889-025-24706-9,D:\medical_rag\data\pmc_oa\PMC12542130.1,txt(78495B);json(2512B)
2026-09-15T08:14:20Z,PMC3971618,1,18997987,"Characterisation of left ventricular function by tissue Doppler imaging technique in newly diagnosed, untreated hypertensive subjects",CC BY,False,True,Cardiovasc J Afr. 2008 Oct;19(5):259–63.,D:\medical_rag\data\pmc_oa\PMC3971618.1,txt(33491B);json(767B)
2026-09-15T08:14:22Z,PMC3721924,1,21713301,Relationship between Tei index of myocardial performance and left ventricular geometry in Nigerians with systemic hypertension,CC BY,False,True,Cardiovasc J Afr. 2011 Jun;22(3):124–7. doi: 10.5830/CVJA-2010-050,D:\medical_rag\data\pmc_oa\PMC3721924.1,txt(26986B);json(805B)
2026-09-15T08:14:22Z,PMC8319704,2,34325747,"Morbidity and mortality outcomes of COVID-19 patients with and without hypertension in Lagos, Nigeria: a retrospective cohort study",CC BY,False,True,Glob Health Res Policy. 2021 Jul 29;6:26. doi: 10.1186/s41256-021-00210-6,D:\medical_rag\data\pmc_oa\PMC8319704.2,txt(36131B);json(1062B)
2026-09-15T08:14:23Z,PMC3721765,1,19575081,Relationship between left ventricular diastolic function and geometric patterns in Nigerians with newly diagnosed systemic hypertension,CC BY,False,True,Cardiovasc J Afr. 2009 May;20(3):173–7.,D:\medical_rag\data\pmc_oa\PMC3721765.1,txt(28423B);json(768B)
2026-09-15T08:14:23Z,PMC7382460,1,32709890,Impact of an active lifestyle on heart rate variability and oxidative stress markers in offspring of hypertensives,CC BY,False,True,Sci Rep. 2020 Jul 24;10:12439. doi: 10.1038/s41598-020-69104-w,D:\medical_rag\data\pmc_oa\PMC7382460.1,txt(38686B);json(1477B)
2026-09-15T08:14:25Z,PMC12224910,1,40134277,Immunotherapy for hypertensive end-organ damage: a new therapeutic strategy,CC BY,False,True,Essays Biochem. 2025 Mar 25:EBC20243000. doi: 10.1042/EBC20243000,D:\medical_rag\data\pmc_oa\PMC12224910.1,txt(45527B);json(990B)
2026-09-15T08:14:25Z,PMC6451770,1,30596987,Does pregnancy complication history improve cardiovascular disease risk prediction? Findings from the HUNT study in Norway,CC BY,False,True,Eur Heart J. 2018 Dec 27;40(14):1113–20. doi: 10.1093/eurheartj/ehy863,D:\medical_rag\data\pmc_oa\PMC6451770.1,txt(56895B);json(1332B)
2026-09-15T08:14:26Z,PMC2706218,1,19534800,Profile and predictor of health-related quality of life among hypertensive patients in south-western Nigeria,CC BY,False,True,BMC Cardiovasc Disord. 2009 Jun 17;9:25. doi: 10.1186/1471-2261-9-25,D:\medical_rag\data\pmc_oa\PMC2706218.1,txt(35047B);json(788B)
2026-09-15T08:14:26Z,PMC11346707,1,39114902,Impact of Hypertension on the Dose-Response Association Between Physical Activity and Stroke: A Cohort Study,CC BY,False,True,Stroke. 2024 Aug 8;55(9):2231–9. doi: 10.1161/STROKEAHA.123.045870,D:\medical_rag\data\pmc_oa\PMC11346707.1,txt(38273B);json(1330B)
2026-09-15T08:14:28Z,PMC7315309,1,32626776,"Risk Factors of Hypertension among Diabetic Patients from Yaoundé Central Hospital and Etoug-Ebe Baptist Health Centre, Cameroon",CC BY,False,True,J Diabetes Res. 2020 Jun 15;2020:1853516. doi: 10.1155/2020/1853516,D:\medical_rag\data\pmc_oa\PMC7315309.1,txt(40540B);json(806B)
2026-09-15T08:14:28Z,PMC4241593,1,25629540,The proposed role of plasma NT pro-brain natriuretic peptide in assessing cardiac remodelling in hypertensive African subjects,CC BY,False,True,Cardiovasc J Afr. 2014 Sep-Oct;25(5):233–8. doi: 10.5830/CVJA-2014-050,D:\medical_rag\data\pmc_oa\PMC4241593.1,txt(32856B);json(933B)
2026-09-15T08:14:29Z,PMC10531143,1,37309807,Characterizing the hypertensive cardiovascular phenotype in the UK Biobank,CC BY,False,True,Eur Heart J Cardiovasc Imaging. 2023 Jun 13;24(10):1352–60. doi: 10.1093/ehjci/jead123,D:\medical_rag\data\pmc_oa\PMC10531143.1,txt(53479B);json(1200B)
2026-09-15T08:14:29Z,PMC4796473,1,25560353,Erectile Dysfunction Among Male Hypertensives in a Tertiary Health Facility in South-West Nigeria,CC BY,False,True,Glob J Health Sci. 2014 Aug 22;7(1):154–60. doi: 10.5539/gjhs.v7n1p154,D:\medical_rag\data\pmc_oa\PMC4796473.1,txt(24112B);json(780B)
2026-09-15T08:14:31Z,PMC3236837,1,22166145,Validation of an arterial tortuosity measure with application to hypertension collection of clinical hypertensive patients,CC BY,False,True,BMC Bioinformatics. 2011 Oct 18;12(Suppl 10):S15. doi: 10.1186/1471-2105-12-S10-S15,D:\medical_rag\data\pmc_oa\PMC3236837.1,txt(50734B);json(2229B)
2026-09-15T08:14:31Z,PMC1877813,1,17490489,Does the aldosterone: renin ratio predict the efficacy of spironolactone over bendroflumethiazide in hypertension? A clinical trial protocol for RENALDO (RENin-ALDOsterone) study,CC BY,False,True,BMC Cardiovasc Disord. 2007 May 9;7:14. doi: 10.1186/1471-2261-7-14,D:\medical_rag\data\pmc_oa\PMC1877813.1,txt(33482B);json(1081B)
2026-09-15T08:14:32Z,PMC10955738,1,38524817,Investigation of the involvement of platelet-activating factor in the control of hypertension by aerobic training. A randomized controlled trial,CC BY-SA,False,True,Biol Sport. 2023 Nov 17;41(2):163–74. doi: 10.5114/biolsport.2024.131819,D:\medical_rag\data\pmc_oa\PMC10955738.1,txt(61936B);json(1177B)
2026-09-15T08:14:32Z,PMC10487958,1,37685560,Symptoms in Hypertensive Patients Presented to the Emergency Medical Service: A Comprehensive Retrospective Analysis in Clinical Settings,CC BY,False,True,J Clin Med. 2023 Aug 24;12(17):5495. doi: 10.3390/jcm12175495,D:\medical_rag\data\pmc_oa\PMC10487958.1,txt(46575B);json(814B)
2026-09-15T08:14:34Z,PMC9840603,1,36641500,Lactate dehydrogenase is associated with flow-mediated dilation in hypertensive patients,CC BY,False,True,Sci Rep. 2023 Jan 14;13:768. doi: 10.1038/s41598-023-27614-3,D:\medical_rag\data\pmc_oa\PMC9840603.1,txt(49070B);json(1009B)
2026-09-15T08:14:35Z,PMC2065870,1,17854487,Interactions between the adducin 2 gene and antihypertensive drug therapies in determining blood pressure in people with hypertension,CC BY,False,True,BMC Med Genet. 2007 Sep 13;8:61. doi: 10.1186/1471-2350-8-61,D:\medical_rag\data\pmc_oa\PMC2065870.1,txt(49089B);json(1230B)
2026-09-15T08:14:35Z,PMC11975859,1,40201787,Knowledge domains and hotspots of the association between hypertension and noise: a bibliometric analysis and visualization study from 2003 to 2023,CC BY,False,True,Front Cardiovasc Med. 2025 Mar 25;12:1492051. doi: 10.3389/fcvm.2025.1492051,D:\medical_rag\data\pmc_oa\PMC11975859.1,txt(54558B);json(2024B)
2026-09-15T08:14:36Z,PMC3848873,1,24053215,Prevalence and risk factors for resistant hypertension among hypertensive patients from a developing country,CC BY,False,True,BMC Res Notes. 2013 Sep 21;6:373. doi: 10.1186/1756-0500-6-373,D:\medical_rag\data\pmc_oa\PMC3848873.1,txt(39378B);json(783B)
2026-09-15T08:14:38Z,PMC11739250,1,39269577,Anti-hypertensive medications and erectile dysfunction: focus on β-blockers,CC BY,False,True,Endocrine. 2024 Sep 13;87(1):11–26. doi: 10.1007/s12020-024-04020-x,D:\medical_rag\data\pmc_oa\PMC11739250.1,txt(88347B);json(1346B)
2026-09-15T08:14:38Z,PMC1090564,1,15811183,Angiotensinogen M235T gene variants and its association with essential hypertension and plasma renin activity in Malaysian subjects: A case control study,CC BY,False,True,BMC Cardiovasc Disord. 2005 Apr 5;5:7. doi: 10.1186/1471-2261-5-7,D:\medical_rag\data\pmc_oa\PMC1090564.1,txt(40456B);json(1051B)
2026-09-15T08:14:39Z,PMC5690584,1,29145428,Abnormal brain white matter microstructure is associated with both pre-hypertension and hypertension,CC BY,False,True,PLoS One. 2017 Nov 16;12(11):e0187600. doi: 10.1371/journal.pone.0187600,D:\medical_rag\data\pmc_oa\PMC5690584.1,txt(51700B);json(1824B)
2026-09-15T08:14:39Z,PMC9386961,1,35982441,Prevalence and risk factors of prehypertension and hypertension in Algeria,CC BY,False,True,BMC Public Health. 2022 Aug 18;22:1571. doi: 10.1186/s12889-022-13942-y,D:\medical_rag\data\pmc_oa\PMC9386961.1,txt(70103B);json(895B)
2026-09-15T08:14:41Z,PMC5319785,1,28222112,Genome-wide study of resistant hypertension identified from electronic health records,CC0,False,True,PLoS One. 2017 Feb 21;12(2):e0171745. doi: 10.1371/journal.pone.0171745,D:\medical_rag\data\pmc_oa\PMC5319785.1,txt(77920B);json(2525B)
2026-09-15T08:14:42Z,PMC12678194,1,41356094,Identification of an Exosomal miRNA Signature in Newly Diagnosed Essential Hypertensive Adults,CC BY,False,True,Br J Biomed Sci. 2025 Nov 21;82:14780. doi: 10.3389/bjbs.2025.14780,D:\medical_rag\data\pmc_oa\PMC12678194.1,txt(77449B);json(1779B)
2026-09-15T08:14:42Z,PMC11637408,1,39666621,Association between Angiotensin-converting enzyme (ACE) insertion/deletion polymorphism and hypertension in a Ghanaian population,CC BY,False,True,PLoS One. 2024 Dec 12;19(12):e0311692. doi: 10.1371/journal.pone.0311692,D:\medical_rag\data\pmc_oa\PMC11637408.1,txt(62524B);json(2177B)
2026-09-15T08:14:43Z,PMC11720251,1,39795981,Hypertension: A Continuing Public Healthcare Issue,CC BY,False,True,Int J Mol Sci. 2024 Dec 26;26(1):123. doi: 10.3390/ijms26010123,D:\medical_rag\data\pmc_oa\PMC11720251.1,txt(75394B);json(1063B)
2026-09-15T08:14:44Z,PMC4197296,1,25297796,"Uncontrolled hypertension among hypertensive patients on treatment in Lupane District, Zimbabwe, 2012",CC BY,False,True,BMC Res Notes. 2014 Oct 8;7:703. doi: 10.1186/1756-0500-7-703,D:\medical_rag\data\pmc_oa\PMC4197296.1,txt(37578B);json(908B)
2026-09-15T08:14:45Z,PMC4534050,1,26264919,Extracellular volume quantification in isolated hypertension - changes at the detectable limits?,CC BY,False,True,J Cardiovasc Magn Reson. 2015 Aug 12;17(1):74. doi: 10.1186/s12968-015-0176-3,D:\medical_rag\data\pmc_oa\PMC4534050.1,txt(46703B);json(1136B)
2026-09-15T08:14:45Z,PMC4222027,1,24274431,A multifaceted strategy using mobile technology to assist rural primary healthcare doctors and frontline health workers in cardiovascular disease risk management: protocol for the SMARTHealth India cl,CC BY,False,True,Implement Sci. 2013 Nov 25;8:137. doi: 10.1186/1748-5908-8-137,D:\medical_rag\data\pmc_oa\PMC4222027.1,txt(34943B);json(1134B)
2026-09-15T08:14:46Z,PMC1594582,1,16959033,"A randomized, double blind, cross-over, placebo-controlled clinical trial to assess the effects of Candesartan on the insulin sensitivity on non diabetic, non hypertense subjects with dysglyce mia and",CC BY,False,True,Trials. 2006 Sep 7;7:28. doi: 10.1186/1745-6215-7-28,D:\medical_rag\data\pmc_oa\PMC1594582.1,txt(55949B);json(1218B)
2026-09-15T08:14:47Z,PMC1947951,1,17645789,Resequencing PNMT in European hypertensive and normotensive individuals: no common susceptibilily variants for hypertension and purifying selection on intron 1,CC BY,False,True,BMC Med Genet. 2007 Jul 23;8:47. doi: 10.1186/1471-2350-8-47,D:\medical_rag\data\pmc_oa\PMC1947951.1,txt(48060B);json(1156B)
2026-09-15T08:14:48Z,PMC3566173,1,23405075,Pregnancy Outcomes of Anti-Hypertensives for Women with Chronic Hypertension: A Population-Based Study,CC BY,False,True,PLoS One. 2013 Feb 6;8(2):e53844. doi: 10.1371/journal.pone.0053844,D:\medical_rag\data\pmc_oa\PMC3566173.1,txt(43428B);json(1316B)
2026-09-15T08:14:48Z,PMC9657840,1,36362405,Natriuretic Peptides—New Targets for Neurocontrol of Blood Pressure via Baroreflex Afferent Pathway,CC BY,False,True,Int J Mol Sci. 2022 Nov 7;23(21):13619. doi: 10.3390/ijms232113619,D:\medical_rag\data\pmc_oa\PMC9657840.1,txt(56872B);json(1826B)
2026-09-15T08:14:49Z,PMC8696230,1,34846787,Treatment of hypertension with angiotensin‐converting enzyme inhibitors or angiotensin receptor blockers and resting metabolic rate: A cross‐sectional study,CC BY,False,True,J Clin Hypertens (Greenwich). 2021 Nov 30;23(12):2106–14. doi: 10.1111/jch.14392,D:\medical_rag\data\pmc_oa\PMC8696230.1,txt(41857B);json(973B)
2026-09-15T08:14:51Z,PMC11001573,1,38379031,Multifactorial prevention program for cardiovascular disease in primary care: hypertension status and effect on mortality,CC BY,False,True,J Hum Hypertens. 2024 Feb 20;38(4):322–8. doi: 10.1038/s41371-024-00900-x,D:\medical_rag\data\pmc_oa\PMC11001573.1,txt(36715B);json(1061B)
2026-09-15T08:14:51Z,PMC5423430,1,27177043,Non-dipper hypertension is associated with slow coronary flow among hypertensives with normal coronary angiogram,CC BY,False,True,Cardiovasc J Afr. 2017 Jan-Feb;28(1):14–8. doi: 10.5830/CVJA-2016-045,D:\medical_rag\data\pmc_oa\PMC5423430.1,txt(32034B);json(794B)
2026-09-15T08:14:52Z,PMC11267951,1,39044296,"Dietary adherence and associated factors among hypertensive patients in governmental hospitals of Guji zone, Oromia, Ethiopia",CC BY,False,True,J Health Popul Nutr. 2024 Jul 23;43:108. doi: 10.1186/s41043-024-00598-0,D:\medical_rag\data\pmc_oa\PMC11267951.1,txt(50430B);json(1062B)
2026-09-15T08:14:52Z,PMC3414744,1,22471424,Individual-based primary prevention of cardiovascular disease in Cambodia and Mongolia: early identification and management of hypertension and diabetes mellitus,CC BY,False,True,BMC Public Health. 2012 Apr 2;12:254. doi: 10.1186/1471-2458-12-254,D:\medical_rag\data\pmc_oa\PMC3414744.1,txt(44255B);json(842B)
2026-09-15T08:14:54Z,PMC11262345,1,39077709,Physical Activity and Hypertension,CC BY,False,True,Rev Cardiovasc Med. 2022 Sep 5;23(9):302. doi: 10.31083/j.rcm2309302,D:\medical_rag\data\pmc_oa\PMC11262345.1,txt(73166B);json(850B)
2026-09-15T08:14:54Z,PMC3523141,1,23304451,"Serum Lipid Profile of Newly Diagnosed Hypertensive Patients in Nnewi, South-East Nigeria",CC BY,False,True,Int J Hypertens. 2012 Dec 4;2012:710486. doi: 10.1155/2012/710486,D:\medical_rag\data\pmc_oa\PMC3523141.1,txt(34087B);json(763B)
2026-09-15T08:14:54Z,PMC7467615,1,32952834,Serum uric acid and left ventricular hypertrophy in hypertensive patients in Ado-Ekiti,CC BY,False,True,Pan Afr Med J. 2020 Jul 16;36:190. doi: 10.11604/pamj.2020.36.190.21072,D:\medical_rag\data\pmc_oa\PMC7467615.1,txt(40779B);json(1102B)
2026-09-15T08:14:56Z,PMC9704679,1,36441726,The impact of increasing expenditure on National Essential Public Health Services on the medical costs of hypertension in China: A difference-in-difference analysis,CC BY,False,True,PLoS One. 2022 Nov 28;17(11):e0278026. doi: 10.1371/journal.pone.0278026,D:\medical_rag\data\pmc_oa\PMC9704679.1,txt(90056B);json(2497B)
2026-09-15T08:14:57Z,PMC6515018,1,31183214,"Regional Variation in Comorbid Prediabetes and Diabetes and Associated Factors among Hypertensive Individuals in Rural Bangladesh, Pakistan, and Sri Lanka",CC BY,False,True,J Obes. 2019 Apr 30;2019:4914158. doi: 10.1155/2019/4914158,D:\medical_rag\data\pmc_oa\PMC6515018.1,txt(60596B);json(941B)
2026-09-15T08:14:57Z,PMC3721905,1,22732892,Early diastolic functional abnormalities in normotensive offspring of Nigerian hypertensives,CC BY,False,True,Cardiovasc J Afr. 2012 Jun;23(5):255–9. doi: 10.5830/CVJA-2011-030,D:\medical_rag\data\pmc_oa\PMC3721905.1,txt(32282B);json(771B)
2026-09-15T08:14:58Z,PMC9690494,1,36421646,A Study on Types of Medication Adherence in Hypertension among Older Patients and Influencing Factors,CC BY,False,True,Healthcare (Basel). 2022 Nov 20;10(11):2322. doi: 10.3390/healthcare10112322,D:\medical_rag\data\pmc_oa\PMC9690494.1,txt(36023B);json(925B)
2026-09-15T08:14:59Z,PMC10548403,1,37799258,Parental History of Hypertension: A Risk for Autonomic Dysfunction and Metabolic and Vascular Derangement in Normotensive Male Offspring,CC BY,False,True,Cureus. 2023 Sep 4;15(9):e44636. doi: 10.7759/cureus.44636,D:\medical_rag\data\pmc_oa\PMC10548403.1,txt(41040B);json(811B)
2026-09-15T08:15:00Z,PMC10062544,1,36996126,Initial mean arterial blood pressure (MABP) measurement is a risk factor for mortality in hypertensive COVID-19 positive hospitalized patients,CC0,False,True,PLoS One. 2023 Mar 30;18(3):e0283331. doi: 10.1371/journal.pone.0283331,D:\medical_rag\data\pmc_oa\PMC10062544.1,txt(70880B);json(2192B)
2026-09-15T08:15:00Z,PMC5992231,1,29881931,Recent Findings in the Genetics of Blood Pressure: How to Apply in Practice or Is a Moonshot Required?,CC BY,False,True,Curr Hypertens Rep. 2018 Jun 7;20(6):54. doi: 10.1007/s11906-018-0863-1,D:\medical_rag\data\pmc_oa\PMC5992231.1,txt(28446B);json(920B)
2026-09-15T08:15:01Z,PMC10916801,1,37948561,"Genetic polymorphisms in the angiotensin converting enzyme, actinin 3 and paraoxonase 1 genes in women with diabetes and hypertension",CC BY,False,True,Arch Endocrinol Metab. 2023 Nov 10;68:e210204. doi: 10.20945/2359-4292-2021-0204,D:\medical_rag\data\pmc_oa\PMC10916801.1,txt(33662B);json(976B)
2026-09-15T08:15:02Z,PMC12237589,1,39805597,"Comprehensive Assessment of the Impact of Blood Pressure, Body Mass Index, Smoking, and Diabetes on Healthy Life Expectancy in Japan: NIPPON DATA90",CC BY,False,True,J Epidemiol. 2025 Aug 5;35(8):349–54. doi: 10.2188/jea.JE20240298,D:\medical_rag\data\pmc_oa\PMC12237589.1,txt(35781B);json(1055B)
2026-09-15T08:15:03Z,PMC11016838,1,38124494,Medical Measures in Hypertensives Considered Resistant,CC BY,False,True,Am J Hypertens. 2023 Dec 20;37(5):307–17. doi: 10.1093/ajh/hpad118,D:\medical_rag\data\pmc_oa\PMC11016838.1,txt(64248B);json(1344B)
2026-09-15T08:15:03Z,PMC10917100,1,37942991,Emotional dampening in hypertension: Impaired recognition of implicit emotional content in auditory and cross‐modal stimuli,CC BY,False,True,Psych J. 2023 Nov 9;13(1):124–38. doi: 10.1002/pchj.704,D:\medical_rag\data\pmc_oa\PMC10917100.1,txt(74385B);json(1526B)
2026-09-15T08:15:04Z,PMC2940768,1,20796317,E-selectin gene polymorphisms are associated with essential hypertension: a case-control pilot study in a Chinese population,CC BY,False,True,BMC Med Genet. 2010 Aug 27;11:127. doi: 10.1186/1471-2350-11-127,D:\medical_rag\data\pmc_oa\PMC2940768.1,txt(33557B);json(928B)
2026-09-15T08:15:06Z,PMC9181472,1,35683499,"Polysomnographic Evaluation of Sleep Bruxism Intensity and Sleep Architecture in Nonapneic Hypertensives: A Prospective, Observational Study",CC BY,False,True,J Clin Med. 2022 May 31;11(11):3113. doi: 10.3390/jcm11113113,D:\medical_rag\data\pmc_oa\PMC9181472.1,txt(39215B);json(1036B)
2026-09-15T08:15:06Z,PMC9195252,1,35698035,Prevalence and prognosis of left ventricular diastolic dysfunction in community hypertension patients,CC BY,False,True,BMC Cardiovasc Disord. 2022 Jun 13;22:265. doi: 10.1186/s12872-022-02709-3,D:\medical_rag\data\pmc_oa\PMC9195252.1,txt(42813B);json(1144B)
2026-09-15T08:15:07Z,PMC5326029,1,28292139,"Hypertension in the Ferlo (Northern Senegal): prevalence, awareness, treatment and control",CC BY,False,True,Pan Afr Med J. 2016 Nov 21;25:177. doi: 10.11604/pamj.2016.25.177.10105,D:\medical_rag\data\pmc_oa\PMC5326029.1,txt(34113B);json(906B)
2026-09-15T08:15:07Z,PMC10854423,1,38344745,"Prevalence, Risk Factors and Cardiovascular Comorbidities of Resistant Hypertension among Treated Hypertensives in a Nigerian Population",CC BY,False,True,Glob Heart. 2024 Feb 7;19(1):17. doi: 10.5334/gh.1296,D:\medical_rag\data\pmc_oa\PMC10854423.1,txt(47138B);json(801B)
2026-09-15T08:15:09Z,PMC3721881,1,21161117,"Global cardiovascular risk profiles of untreated hypertensives in an urban, developing community in Africa",CC BY,False,True,Cardiovasc J Afr. 2011 Oct;22(5):261–7. doi: 10.5830/CVJA-2010-094,D:\medical_rag\data\pmc_oa\PMC3721881.1,txt(41806B);json(909B)
2026-09-15T08:15:09Z,PMC2888343,1,20606939,"Prevalence, Awareness, Treatment, and Control of Hypertension in Rural Areas of Davanagere",CC BY,False,True,Indian J Community Med. 2010 Jan;35(1):138–41. doi: 10.4103/0970-0218.62578,D:\medical_rag\data\pmc_oa\PMC2888343.1,txt(15395B);json(780B)
2026-09-15T08:15:10Z,PMC1247478,1,15289163,"Lead, Diabetes, Hypertension, and Renal Function: The Normative Aging Study",CC0,False,True,Environ Health Perspect. 2004 Jun 3;112(11):1178–82. doi: 10.1289/ehp.7024,D:\medical_rag\data\pmc_oa\PMC1247478.1,txt(41171B);json(879B)
2026-09-15T08:15:10Z,PMC8476992,1,34594360,Circulating Levels of MicroRNAs Associated With Hypertension: A Cross-Sectional Study in Male and Female South African Participants,CC BY,False,True,Front Genet. 2021 Sep 14;12:710438. doi: 10.3389/fgene.2021.710438,D:\medical_rag\data\pmc_oa\PMC8476992.1,txt(47224B);json(1141B)
2026-09-15T08:15:12Z,PMC9645600,1,36350810,"Primary hypertension, anti-hypertensive medications and the risk of severe COVID-19 in UK Biobank",CC BY,False,True,PLoS One. 2022 Nov 9;17(11):e0276781. doi: 10.1371/journal.pone.0276781,D:\medical_rag\data\pmc_oa\PMC9645600.1,txt(48966B);json(1620B)
2026-09-15T08:15:13Z,PMC10800050,1,38245677,Obesity-and lipid-related indices as a risk factor of hypertension in mid-aged and elderly Chinese: a cross-sectional study,CC BY,False,True,BMC Geriatr. 2024 Jan 20;24:77. doi: 10.1186/s12877-023-04650-2,D:\medical_rag\data\pmc_oa\PMC10800050.1,txt(53310B);json(1165B)
